Age,Workclass,Years of Education,Occupation,Race,Sex,Hour/Week,Country,Classification
21, Private,9, Machine-op-inspct, White, Male,44, USA, No
67, Self,16, Business, White, Male,40, USA, Yes
64, Self,10, Craft-repair, White, Female,8, USA, No
25, Private,10, Business, Black, Male,40, USA, No
34, Government,14, Adm-clerical, White, Male,50, USA, Yes
39, Self,9, Farming-fishing, White, Male,50, USA, No
26, Private,9, Handlers-cleaners, White, Male,52, USA, No
19, Private,6, Farming-fishing, White, Male,25, USA, No
35, Private,9, Business, White, Male,50, USA, Yes
26, Private,14, Prof-specialty, White, Female,40, USA, No
38, Private,9, Other-service, White, Male,35, USA, No
45, Private,10, Machine-op-inspct, White, Male,65, USA, No
18, Private,7, Other-service, White, Female,28, USA, No
51, Private,10, Adm-clerical, White, Female,63, USA, No
36, Private,9, Other-service, Black, Female,28, USA, No
18, Private,10, Other-service, White, Female,16, ?, No
37, Government,11, Protective-serv, White, Male,40, USA, No
37, Private,13, Business, White, Male,60, USA, Yes
39, Government,9, Adm-clerical, White, Female,40, USA, Yes
21, Private,10, Other-service, White, Male,40, USA, No
46, Government,16, Prof-specialty, White, Male,45, USA, Yes
33, Private,9, Business, White, Female,35, USA, No
23, Private,13, Adm-clerical, Black, Female,40, USA, No
52, Self,9, Business, Black, Male,40, USA, No
28, Private,9, Adm-clerical, White, Female,40, USA, No
23, Government,10, Prof-specialty, White, Male,40, USA, No
48, Self,10, Business, White, Male,40, USA, Yes
17, Private,7, Business, White, Female,20, USA, No
22, Self,10, Prof-specialty, White, Female,3, USA, No
26, Private,9, Adm-clerical, Other, Male,80, ?, Yes
40, Private,9, Craft-repair, White, Male,40, USA, No
90, Private,6, Business, White, Male,40, USA, No
28, Private,9, Business, White, Female,40, USA, No
44, Private,9, Transport-moving, White, Male,40, USA, No
29, Private,13, Other-service, White, Male,42, USA, Yes
45, Private,11, Business, White, Male,50, USA, Yes
43, Private,9, Machine-op-inspct, Black, Male,40, Other, Yes
17, ?,6, ?, White, Male,8, USA, No
49, Government,13, Business, White, Male,40, USA, Yes
27, Private,13, Tech-support, White, Male,50, USA, No
60, Self,9, Craft-repair, White, Female,40, USA, No
33, Private,9, Machine-op-inspct, Other, Female,40, Other, No
53, Self,6, Craft-repair, White, Male,50, USA, Yes
19, Private,10, Business, White, Male,40, USA, No
28, Self,9, Farming-fishing, White, Male,40, USA, No
22, Private,12, Handlers-cleaners, White, Male,20, USA, No
48, Self,9, Transport-moving, White, Male,60, USA, No
76, ?,6, ?, White, Male,40, USA, No
19, Private,10, Other-service, White, Female,25, USA, No
28, Private,11, Other-service, White, Female,40, USA, No
58, Private,10, Business, Black, Male,40, USA, No
19, Self,10, Craft-repair, White, Female,25, USA, No
37, ?,9, ?, Other, Female,42, ?, No
22, Private,10, Craft-repair, White, Male,40, USA, No
52, Self,15, Prof-specialty, White, Male,50, USA, Yes
31, Private,13, Machine-op-inspct, White, Male,50, USA, No
50, Self,16, Prof-specialty, White, Male,40, USA, No
62, Private,9, Craft-repair, White, Male,40, USA, No
26, Private,13, Prof-specialty, White, Male,50, USA, No
64, Government,9, Adm-clerical, White, Female,24, USA, No
38, Private,10, Craft-repair, White, Male,40, USA, No
44, Private,15, Prof-specialty, White, Male,80, USA, Yes
28, Self,9, Business, White, Female,40, USA, No
19, Private,9, Other-service, White, Female,52, USA, No
39, Private,9, Machine-op-inspct, White, Female,10, USA, No
50, Private,6, Craft-repair, White, Male,40, USA, Yes
39, Self,14, Prof-specialty, White, Female,40, USA, Yes
36, Private,13, Tech-support, White, Male,40, USA, No
39, Private,11, Handlers-cleaners, White, Male,49, USA, No
51, Self,12, Business, White, Female,25, USA, No
28, Private,9, Other-service, White, Female,32, USA, No
57, Self,15, Prof-specialty, White, Male,30, USA, Yes
40, Government,15, Prof-specialty, Black, Female,40, USA, No
27, Private,10, Business, White, Female,40, Other, No
32, Private,10, Business, White, Male,60, USA, No
49, Government,9, Business, White, Female,44, USA, No
34, Self,6, Other-service, White, Female,40, USA, No
24, Private,9, Machine-op-inspct, White, Male,40, USA, No
54, Private,4, Machine-op-inspct, White, Male,40, Other, No
52, Private,8, Craft-repair, White, Male,45, USA, No
43, Private,7, Handlers-cleaners, White, Female,25, USA, No
84, ?,3, ?, White, Male,15, USA, No
79, ?,12, ?, White, Female,2, USA, Yes
35, Private,10, Machine-op-inspct, White, Male,46, USA, No
56, Private,9, Transport-moving, White, Male,30, USA, No
30, Private,9, Craft-repair, White, Male,40, USA, No
54, Private,9, Other-service, White, Female,40, USA, No
35, Private,13, Business, Other, Male,50, USA, No
32, Private,10, Adm-clerical, Black, Female,40, USA, No
44, Self,13, Business, White, Male,60, USA, Yes
32, Private,9, Other-service, White, Female,10, USA, No
60, Private,8, Adm-clerical, White, Male,40, USA, No
40, Private,10, Other-service, White, Male,45, USA, No
50, Private,4, Machine-op-inspct, Black, Male,40, USA, No
58, Private,5, Handlers-cleaners, White, Male,50, USA, Yes
41, Private,9, Craft-repair, White, Male,45, USA, Yes
28, Private,9, Business, White, Male,40, USA, Yes
53, Private,9, Adm-clerical, White, Male,35, USA, No
71, ?,10, ?, White, Male,40, USA, Yes
17, ?,5, ?, White, Female,25, Other, No
45, Private,9, Business, White, Female,40, USA, No
23, Private,9, Handlers-cleaners, White, Female,30, USA, No
25, Private,10, Business, White, Male,50, USA, No
40, Self,10, Craft-repair, White, Male,35, USA, Yes
28, Private,13, Business, White, Female,60, USA, No
27, Private,8, Transport-moving, White, Male,40, USA, No
19, Government,10, Adm-clerical, White, Male,15, USA, No
24, Private,9, Handlers-cleaners, Black, Male,25, USA, No
38, Private,13, Prof-specialty, White, Male,40, USA, No
24, Government,14, Adm-clerical, Black, Female,40, USA, No
18, Private,7, Other-service, Black, Male,7, USA, No
58, Private,9, Business, White, Female,40, USA, No
35, Private,14, Prof-specialty, White, Male,44, USA, Yes
43, Private,5, Machine-op-inspct, White, Female,20, USA, No
45, Private,9, Machine-op-inspct, Black, Male,35, USA, No
24, Private,9, Business, White, Male,40, Other, No
63, Private,5, Farming-fishing, Black, Male,40, USA, No
40, Private,5, Machine-op-inspct, White, Male,40, Other, No
21, Private,13, Other-service, White, Male,20, USA, No
20, Government,10, Other-service, White, Male,40, USA, No
42, Private,9, Machine-op-inspct, White, Female,40, USA, Yes
49, ?,10, ?, White, Male,20, USA, Yes
47, Government,9, Craft-repair, White, Male,40, USA, No
48, Self,9, Craft-repair, White, Male,36, USA, No
61, Private,4, Transport-moving, White, Male,40, USA, No
23, ?,12, ?, White, Male,40, Other, No
35, Government,13, Business, White, Male,40, USA, Yes
46, Private,10, Farming-fishing, White, Female,20, USA, No
18, Private,8, Other-service, White, Male,25, USA, No
28, Self,13, Prof-specialty, White, Male,50, USA, Yes
62, ?,13, ?, White, Male,4, USA, No
20, Private,9, Other-service, White, Female,20, USA, No
28, Private,9, Transport-moving, White, Male,40, USA, No
57, Private,9, Business, White, Male,40, USA, No
56, Private,4, Craft-repair, White, Male,40, USA, No
33, Private,9, Craft-repair, White, Male,40, USA, No
19, Private,9, Handlers-cleaners, White, Male,40, USA, No
29, Private,9, Machine-op-inspct, White, Male,40, USA, No
30, Private,10, Craft-repair, White, Male,55, Other, No
53, Government,13, Prof-specialty, White, Female,57, USA, No
25, Private,2, Priv-house-serv, White, Female,40, Other, No
44, Government,9, Protective-serv, White, Male,38, USA, No
22, Private,10, Handlers-cleaners, White, Male,28, USA, No
40, Private,9, Craft-repair, White, Male,40, USA, No
25, Private,11, Adm-clerical, White, Male,40, ?, No
30, Self,4, Farming-fishing, White, Male,40, Other, No
51, Private,11, Adm-clerical, White, Female,38, USA, No
17, Private,7, Priv-house-serv, White, Female,24, USA, No
46, Government,13, Protective-serv, White, Male,40, USA, Yes
50, Government,10, Adm-clerical, White, Male,40, USA, Yes
34, Private,10, Business, White, Female,50, USA, No
42, ?,14, ?, White, Male,50, USA, No
41, Government,13, Adm-clerical, White, Male,40, USA, No
32, Private,13, Other-service, Other, Male,40, USA, No
32, Private,9, Machine-op-inspct, White, Male,40, USA, No
47, Private,10, Prof-specialty, White, Male,70, USA, No
50, Private,10, Business, White, Male,40, USA, No
77, Private,4, Priv-house-serv, White, Female,23, USA, No
33, Private,9, Business, White, Male,40, USA, No
47, Self,9, Machine-op-inspct, White, Male,48, USA, No
64, Private,7, Transport-moving, White, Male,40, USA, No
34, Private,9, Business, White, Male,50, USA, No
34, Government,9, Prof-specialty, Black, Female,35, USA, No
67, Government,14, Business, White, Female,72, USA, Yes
37, Government,9, Other-service, White, Male,40, USA, No
34, Private,13, Prof-specialty, White, Male,40, USA, Yes
22, ?,10, ?, White, Female,29, USA, No
50, Self,16, Business, White, Male,64, USA, No
60, Private,13, Business, White, Male,45, USA, Yes
46, Government,13, Prof-specialty, White, Female,43, USA, No
44, Private,13, Craft-repair, White, Male,40, USA, Yes
43, Private,9, Business, White, Female,44, Other, No
48, Private,14, Prof-specialty, White, Male,40, Other, Yes
36, Private,9, Adm-clerical, White, Female,40, Other, No
48, Private,10, Adm-clerical, White, Female,43, USA, No
37, Private,10, Adm-clerical, White, Male,40, USA, No
51, Private,14, Business, White, Male,40, USA, Yes
52, Private,14, Prof-specialty, White, Male,45, USA, Yes
27, Private,3, Business, Other, Female,20, Other, No
43, Government,14, Business, White, Male,40, USA, Yes
23, Private,9, Other-service, Black, Male,25, USA, No
66, Private,12, Machine-op-inspct, White, Male,40, Other, Yes
37, Self,6, Other-service, White, Female,40, USA, No
35, Private,10, Adm-clerical, White, Female,40, USA, No
42, Government,13, Prof-specialty, White, Male,40, USA, Yes
49, Private,6, Other-service, White, Female,38, Other, No
51, Government,13, Prof-specialty, White, Female,40, USA, Yes
71, Government,9, Business, White, Male,9, USA, No
50, Government,14, Prof-specialty, White, Female,40, USA, Yes
63, Private,9, Adm-clerical, White, Female,40, USA, No
41, Government,14, Prof-specialty, White, Female,35, USA, No
24, Government,10, Machine-op-inspct, White, Female,40, USA, No
41, Government,10, Other-service, White, Female,45, USA, No
33, Government,12, Adm-clerical, White, Male,40, USA, No
42, Government,10, Craft-repair, Black, Male,40, USA, No
23, Private,13, Business, Other, Male,40, USA, No
49, Private,11, Prof-specialty, White, Female,38, USA, No
28, Self,8, Craft-repair, White, Male,40, USA, No
31, Private,3, Handlers-cleaners, White, Male,56, Other, No
28, Private,13, Adm-clerical, Black, Male,35, USA, No
37, Private,7, Craft-repair, White, Male,25, USA, No
19, Private,10, Business, White, Male,40, USA, No
51, Government,13, Prof-specialty, White, Male,26, USA, No
25, Private,11, Business, White, Male,41, USA, No
49, Self,9, Business, White, Male,50, USA, No
47, Private,9, Business, White, Female,45, USA, No
48, Government,9, Other-service, White, Male,40, USA, No
41, Government,9, Adm-clerical, White, Female,40, USA, No
32, Private,9, Adm-clerical, White, Female,40, USA, No
26, ?,9, ?, White, Female,16, USA, No
46, Private,9, Handlers-cleaners, Black, Male,40, USA, No
17, Private,6, Business, White, Female,20, USA, No
34, Private,7, Handlers-cleaners, White, Male,43, USA, No
44, Private,9, Adm-clerical, White, Female,30, USA, No
23, Private,12, Other-service, White, Female,20, USA, No
35, Private,10, Prof-specialty, Other, Male,20, USA, No
30, Private,13, Transport-moving, White, Male,40, USA, No
65, ?,10, ?, Other, Male,20, USA, No
34, Private,13, Business, White, Male,45, Other, No
34, Government,15, Prof-specialty, White, Male,40, USA, Yes
39, Private,11, Adm-clerical, White, Male,40, USA, No
28, Private,11, Adm-clerical, White, Male,40, USA, No
53, Government,14, Business, White, Male,70, USA, Yes
34, Private,7, Transport-moving, White, Male,40, USA, No
21, Private,9, Craft-repair, White, Male,40, USA, No
53, Private,4, Farming-fishing, White, Male,45, USA, No
54, Self,14, Prof-specialty, White, Male,50, USA, Yes
32, Private,10, Business, White, Female,40, USA, No
39, Government,13, Prof-specialty, White, Male,35, USA, No
39, Private,10, Machine-op-inspct, White, Female,40, USA, No
29, Private,9, Business, White, Male,40, Other, No
29, Private,9, Prof-specialty, White, Female,40, USA, No
43, Private,9, Craft-repair, White, Male,42, USA, Yes
20, ?,10, ?, White, Male,15, USA, No
39, Private,14, Adm-clerical, White, Male,40, USA, No
45, Private,10, Business, White, Female,40, USA, No
36, Private,10, Machine-op-inspct, White, Male,40, USA, No
71, ?,11, ?, White, Female,40, USA, No
62, ?,9, ?, White, Male,40, USA, No
43, Government,10, Adm-clerical, White, Female,20, Other, No
31, Private,9, Business, Black, Female,58, USA, No
39, Private,9, Business, White, Male,60, USA, Yes
32, Private,13, Prof-specialty, White, Female,32, USA, Yes
45, Government,9, Craft-repair, Black, Male,40, USA, Yes
19, Private,9, Handlers-cleaners, White, Male,50, USA, No
43, Private,10, Prof-specialty, White, Male,48, USA, Yes
32, Private,11, Transport-moving, White, Male,40, USA, No
43, Self,13, Business, White, Female,60, USA, No
34, Private,13, Adm-clerical, White, Male,27, USA, No
66, Self,10, Prof-specialty, White, Male,40, USA, No
37, Private,11, Craft-repair, White, Male,40, USA, Yes
46, Self,12, Business, White, Female,40, USA, No
23, Private,13, Prof-specialty, White, Female,40, USA, No
41, Private,13, Prof-specialty, White, Male,40, USA, Yes
63, Private,9, Handlers-cleaners, Black, Male,40, ?, No
55, Private,9, Handlers-cleaners, White, Male,40, USA, Yes
35, Self,15, Prof-specialty, White, Male,50, USA, Yes
28, Private,5, Craft-repair, White, Male,50, ?, Yes
37, Private,13, Prof-specialty, White, Male,55, USA, Yes
63, ?,9, ?, White, Male,20, USA, No
43, Private,13, Prof-specialty, White, Male,42, USA, Yes
30, Self,11, Craft-repair, White, Male,60, USA, No
36, Government,14, Prof-specialty, White, Female,60, USA, Yes
54, Private,13, Business, White, Male,40, USA, Yes
36, Government,13, Adm-clerical, White, Male,50, USA, Yes
78, Self,13, Business, White, Male,40, USA, Yes
77, Private,13, Business, White, Male,50, USA, Yes
28, Private,9, Other-service, Other, Female,40, Other, No
39, Self,9, Craft-repair, White, Male,72, USA, Yes
37, Private,13, Tech-support, Other, Male,40, Other, No
34, Private,11, Prof-specialty, White, Male,45, USA, Yes
22, Government,13, Prof-specialty, White, Female,35, USA, No
54, Private,13, Other-service, White, Female,50, USA, No
21, Private,10, Business, White, Female,20, USA, No
36, Private,6, Craft-repair, White, Male,40, USA, No
62, Self,9, Adm-clerical, White, Female,30, USA, No
40, Private,10, Business, White, Male,40, USA, Yes
47, Self,10, Prof-specialty, Black, Female,40, USA, No
38, Private,13, Business, White, Male,70, USA, Yes
28, Private,3, Craft-repair, White, Male,40, Other, No
46, Private,13, Prof-specialty, White, Female,40, USA, No
22, Private,10, Other-service, White, Male,35, USA, No
37, Private,9, Business, White, Female,25, Other, No
69, Private,6, Machine-op-inspct, White, Female,28, Other, No
43, Private,13, Business, White, Male,50, USA, Yes
53, Private,13, Other-service, Other, Female,21, Other, Yes
20, Private,9, Business, Black, Female,35, USA, No
22, Private,13, Prof-specialty, White, Male,50, USA, No
48, Private,5, Craft-repair, White, Male,44, USA, No
40, Government,14, Prof-specialty, White, Male,40, USA, Yes
68, ?,10, ?, White, Male,20, USA, No
39, Private,10, Other-service, White, Female,55, USA, No
57, Private,9, Tech-support, Black, Male,40, Other, Yes
23, Private,6, Other-service, White, Male,60, Other, No
25, Government,13, Prof-specialty, White, Female,38, USA, Yes
22, Private,9, Prof-specialty, Black, Male,40, USA, No
23, Private,8, Priv-house-serv, White, Male,30, USA, No
41, Government,13, Prof-specialty, White, Male,45, USA, Yes
25, Private,10, Machine-op-inspct, White, Female,25, USA, No
58, Private,10, Business, White, Male,40, USA, No
33, Private,9, Business, Other, Male,45, Other, No
28, Private,14, Prof-specialty, White, Male,48, USA, No
19, Private,7, Machine-op-inspct, White, Female,25, USA, No
44, Private,10, Adm-clerical, White, Female,40, USA, No
68, Private,1, Machine-op-inspct, White, Male,10, USA, No
33, Government,9, Craft-repair, White, Male,40, USA, Yes
24, Private,9, Business, White, Female,40, USA, No
44, Self,9, Farming-fishing, White, Male,50, USA, No
38, Private,13, Business, White, Male,40, USA, Yes
31, Private,9, Craft-repair, White, Female,40, Other, No
29, Private,9, Adm-clerical, White, Female,40, USA, No
65, Private,5, Business, White, Female,40, USA, No
55, Private,9, Adm-clerical, White, Female,40, USA, No
49, Private,9, Business, White, Male,40, USA, No
27, Private,9, Machine-op-inspct, Black, Female,40, USA, No
41, Private,9, Business, White, Male,30, USA, No
33, Self,10, Craft-repair, White, Male,50, USA, Yes
22, Self,9, Farming-fishing, White, Male,40, USA, No
41, Private,9, Prof-specialty, White, Male,40, USA, Yes
66, Private,9, Other-service, Black, Male,4, USA, No
38, Private,10, Business, White, Male,60, USA, No
43, Private,9, Machine-op-inspct, White, Male,42, USA, Yes
40, Government,10, Handlers-cleaners, White, Male,40, Other, No
32, Private,10, Business, White, Male,40, USA, Yes
30, Private,9, Business, White, Female,35, Other, No
35, Private,13, Adm-clerical, White, Male,40, USA, No
41, Private,14, Prof-specialty, White, Male,50, USA, Yes
33, Government,13, Prof-specialty, Other, Male,60, USA, No
36, Private,13, Business, White, Male,55, USA, Yes
33, Self,13, Prof-specialty, White, Male,60, USA, No
53, Private,9, Business, White, Male,60, USA, Yes
27, Private,13, Business, White, Male,45, USA, No
22, Private,13, Handlers-cleaners, White, Female,15, USA, No
26, Private,9, Business, Black, Male,36, USA, No
64, Private,9, Business, White, Female,21, USA, No
48, Private,10, Adm-clerical, White, Female,45, USA, No
23, Private,9, Adm-clerical, White, Female,40, USA, No
26, Private,10, Business, White, Female,40, ?, No
35, Self,13, Prof-specialty, White, Male,40, USA, No
46, Private,10, Business, White, Male,40, USA, Yes
65, Self,10, Business, White, Female,45, USA, No
53, Private,9, Machine-op-inspct, White, Male,40, USA, No
18, Private,3, Other-service, White, Male,54, Other, No
34, Self,15, Prof-specialty, White, Male,55, USA, Yes
28, Private,9, Machine-op-inspct, White, Female,40, Other, No
37, Private,13, Business, White, Male,60, USA, Yes
61, ?,13, ?, White, Male,10, USA, No
59, Private,13, Prof-specialty, White, Male,40, USA, No
32, Private,14, Business, White, Female,60, USA, Yes
31, Private,13, Prof-specialty, White, Female,35, USA, No
25, Government,13, Prof-specialty, White, Female,40, USA, No
81, Private,2, Prof-specialty, White, Male,15, Other, No
47, Private,9, Other-service, Black, Female,35, USA, No
39, Private,9, Craft-repair, White, Male,40, USA, No
37, Private,10, Other-service, Black, Male,30, USA, No
44, Private,9, Machine-op-inspct, White, Male,45, USA, Yes
37, Private,12, Craft-repair, White, Male,45, USA, No
41, Private,10, Adm-clerical, White, Male,50, USA, Yes
27, ?,3, ?, White, Female,40, Other, No
55, Private,10, Prof-specialty, White, Male,40, Other, Yes
60, Private,13, Business, White, Male,40, USA, Yes
22, Private,12, Handlers-cleaners, White, Male,36, ?, No
23, Private,13, Business, White, Male,25, USA, No
19, Private,9, Machine-op-inspct, White, Female,60, USA, No
45, Private,10, Machine-op-inspct, White, Male,44, USA, Yes
36, Private,9, Other-service, Black, Female,30, USA, No
46, Private,13, Prof-specialty, White, Male,40, USA, Yes
48, Private,7, Machine-op-inspct, White, Male,40, USA, No
39, Self,9, Other-service, White, Male,50, USA, No
29, Private,13, Transport-moving, White, Male,20, USA, No
39, Private,9, Adm-clerical, White, Female,40, USA, No
26, Private,9, Business, Other, Female,40, Other, No
37, Private,12, Prof-specialty, White, Male,25, USA, No
49, Private,10, Adm-clerical, White, Female,40, USA, Yes
27, Private,13, Business, White, Male,40, USA, No
28, Private,6, Handlers-cleaners, White, Male,40, Other, No
35, Private,10, Business, White, Female,30, USA, No
54, ?,9, ?, White, Male,40, USA, No
17, Private,6, Other-service, White, Male,40, USA, No
18, Private,9, Handlers-cleaners, Other, Male,40, USA, No
33, Private,10, Adm-clerical, Other, Female,38, USA, No
33, Private,12, Business, Other, Male,60, USA, No
51, Private,10, Adm-clerical, White, Female,35, USA, No
49, Private,9, Adm-clerical, Other, Female,40, USA, No
49, Self,10, Business, White, Male,50, USA, No
41, Private,10, Business, White, Male,35, USA, Yes
64, Private,2, Priv-house-serv, White, Female,12, USA, No
40, Private,10, Prof-specialty, White, Male,40, USA, Yes
49, Government,9, Adm-clerical, White, Female,40, USA, No
23, Private,13, Prof-specialty, White, Female,40, USA, No
34, Private,10, Adm-clerical, White, Female,40, USA, No
38, Private,7, Craft-repair, White, Male,40, USA, Yes
47, Self,10, Farming-fishing, White, Male,86, USA, No
30, Private,9, Adm-clerical, White, Female,40, USA, No
36, Private,12, Adm-clerical, White, Male,40, USA, Yes
23, Government,13, Prof-specialty, White, Female,40, USA, No
47, Self,10, Business, White, Male,80, USA, No
61, Private,9, Adm-clerical, White, Female,40, Other, No
47, Self,13, Business, White, Male,40, USA, No
56, Private,13, Prof-specialty, White, Male,40, USA, Yes
20, Private,8, Business, White, Female,55, USA, No
33, Private,9, Machine-op-inspct, White, Female,46, USA, Yes
36, Self,9, Farming-fishing, White, Male,50, USA, Yes
38, ?,9, ?, White, Female,35, USA, No
34, Government,10, Protective-serv, White, Male,40, USA, Yes
56, Private,9, Transport-moving, White, Male,50, USA, No
32, Private,11, Business, White, Female,23, USA, No
26, Private,12, Machine-op-inspct, White, Male,40, USA, Yes
49, Private,13, Business, White, Male,40, USA, Yes
71, Private,9, Protective-serv, White, Male,40, USA, Yes
19, Private,10, Other-service, White, Female,15, USA, No
20, Private,10, Tech-support, White, Female,40, USA, No
42, Private,9, Adm-clerical, White, Female,35, USA, No
51, Private,10, Business, White, Female,20, USA, Yes
38, Private,10, Prof-specialty, Black, Female,40, USA, No
38, Private,6, Machine-op-inspct, White, Male,40, USA, Yes
35, Self,13, Business, White, Male,25, USA, No
24, Government,13, Prof-specialty, Black, Female,40, USA, No
40, Private,9, Adm-clerical, Black, Male,40, USA, No
21, Private,9, Handlers-cleaners, White, Male,35, USA, No
49, Private,9, Transport-moving, White, Male,40, USA, No
18, ?,10, ?, Black, Female,24, USA, No
54, Private,9, Business, White, Male,55, USA, Yes
52, Private,13, Business, White, Female,42, USA, No
27, Private,13, Prof-specialty, White, Female,60, USA, No
20, Private,9, Machine-op-inspct, White, Male,40, USA, No
38, ?,14, ?, Black, Female,2, USA, Yes
31, Private,10, Machine-op-inspct, White, Male,40, USA, No
25, Private,9, Adm-clerical, White, Female,40, USA, No
19, Government,10, Handlers-cleaners, White, Male,20, Other, No
33, Private,10, Craft-repair, White, Male,50, USA, No
23, Private,13, Other-service, White, Male,40, USA, No
34, Private,14, Prof-specialty, White, Female,40, USA, No
42, Private,13, Prof-specialty, White, Male,50, USA, Yes
37, Government,14, Business, White, Female,40, USA, No
25, Private,13, Business, White, Female,40, USA, No
40, Private,11, Craft-repair, White, Male,40, USA, No
33, Self,13, Business, White, Female,40, USA, No
31, Private,10, Adm-clerical, White, Female,40, USA, No
32, Self,13, Business, White, Male,45, USA, No
63, ?,13, ?, White, Male,8, USA, Yes
54, Self,13, Business, White, Male,70, USA, Yes
32, Self,9, Craft-repair, White, Male,44, USA, No
29, Government,9, Transport-moving, Black, Male,40, USA, No
26, Government,10, Prof-specialty, White, Male,40, USA, No
39, Self,10, Farming-fishing, White, Male,60, USA, No
57, Private,13, Prof-specialty, White, Male,50, USA, Yes
54, Private,10, Farming-fishing, White, Male,40, USA, No
57, Private,6, Machine-op-inspct, White, Male,40, USA, No
23, Government,13, Prof-specialty, White, Male,40, USA, No
27, Self,10, Business, White, Male,45, USA, Yes
42, Private,13, Business, White, Male,55, USA, Yes
31, Private,6, Craft-repair, White, Male,40, USA, No
49, Government,14, Prof-specialty, White, Female,60, USA, No
50, Private,9, Craft-repair, White, Male,40, USA, No
46, Government,9, Adm-clerical, White, Female,30, USA, No
37, Private,9, Business, White, Male,60, USA, No
26, Private,9, Craft-repair, White, Male,40, USA, No
27, Private,13, Adm-clerical, White, Female,35, USA, No
24, Private,10, Business, White, Male,25, USA, No
24, Self,9, Craft-repair, White, Male,40, USA, No
29, Private,9, Business, White, Female,34, USA, No
47, Private,13, Prof-specialty, White, Male,50, USA, Yes
33, Self,10, Business, White, Male,50, USA, No
26, Private,12, Prof-specialty, White, Female,45, USA, No
20, Private,10, Craft-repair, White, Male,40, USA, No
25, Private,11, Prof-specialty, White, Female,40, USA, Yes
57, Government,13, Adm-clerical, White, Male,37, USA, No
36, Private,9, Transport-moving, White, Male,50, USA, No
25, Private,14, Business, White, Male,40, USA, No
46, Private,13, Machine-op-inspct, White, Male,40, Other, Yes
39, Private,9, Adm-clerical, White, Male,24, USA, No
29, Private,10, Craft-repair, White, Male,40, USA, Yes
18, Private,7, Business, White, Female,20, USA, No
46, Private,11, Tech-support, White, Male,40, USA, No
61, Private,13, Business, White, Male,50, USA, Yes
41, Private,9, Business, White, Female,40, USA, No
50, Private,10, Machine-op-inspct, Black, Female,40, USA, No
53, Private,13, Business, Other, Male,50, Other, Yes
36, Government,13, Protective-serv, White, Male,60, USA, No
38, Private,10, Adm-clerical, Black, Female,40, USA, No
75, Self,9, Business, White, Male,35, USA, No
26, Private,11, Adm-clerical, White, Female,40, USA, Yes
44, Private,13, Business, White, Male,40, USA, Yes
25, Private,9, Adm-clerical, White, Female,40, USA, No
31, Private,10, Business, White, Female,40, USA, No
49, Private,8, Transport-moving, Other, Male,35, USA, No
34, Private,9, Machine-op-inspct, White, Male,48, USA, No
31, Self,9, Prof-specialty, White, Male,40, Other, No
47, Self,10, Craft-repair, White, Male,40, USA, No
38, Private,13, Business, White, Male,50, USA, Yes
18, Private,9, Craft-repair, White, Female,20, USA, No
47, Private,5, Other-service, White, Female,30, USA, No
42, Private,9, Craft-repair, White, Male,40, USA, No
29, Private,13, Business, White, Male,40, USA, No
38, Government,10, Protective-serv, White, Male,75, USA, No
22, Private,10, Business, Black, Female,20, USA, No
32, Private,9, Craft-repair, White, Male,40, USA, No
20, Private,10, Adm-clerical, White, Male,48, USA, No
41, Private,15, Business, White, Male,50, USA, No
46, Private,9, Transport-moving, Black, Male,46, USA, Yes
44, Private,9, Adm-clerical, White, Female,38, USA, No
35, Private,13, Adm-clerical, White, Female,40, USA, No
18, ?,10, ?, White, Male,25, USA, No
60, Private,9, Craft-repair, White, Male,40, USA, Yes
36, Government,5, Craft-repair, White, Male,25, USA, No
30, Private,10, Craft-repair, White, Male,40, USA, No
40, Government,16, Prof-specialty, White, Male,50, USA, Yes
21, Private,10, Adm-clerical, White, Female,20, USA, No
25, Private,13, Prof-specialty, White, Female,40, USA, No
56, Government,14, Prof-specialty, White, Male,40, USA, No
42, Private,10, Business, White, Male,55, USA, Yes
26, Private,4, Handlers-cleaners, White, Male,40, Other, No
66, Self,9, Adm-clerical, White, Female,40, USA, Yes
48, Private,4, Craft-repair, White, Male,32, Other, No
35, Private,10, Business, White, Male,50, USA, No
41, Private,14, Prof-specialty, White, Male,45, USA, Yes
19, Private,10, Business, White, Female,20, USA, No
55, Self,9, Business, White, Male,40, USA, No
42, Self,13, Craft-repair, White, Male,60, USA, Yes
45, Private,10, Transport-moving, White, Male,50, USA, No
29, Private,13, Handlers-cleaners, White, Male,40, USA, No
42, Self,16, Prof-specialty, White, Male,40, USA, Yes
65, Private,9, Business, White, Female,20, USA, No
30, Private,12, Other-service, Other, Male,40, Other, No
43, Private,10, Craft-repair, White, Male,40, USA, No
61, Private,4, Machine-op-inspct, White, Male,40, Other, No
22, Private,10, Other-service, White, Female,50, USA, No
23, Private,7, Other-service, White, Female,40, USA, No
34, Private,9, Machine-op-inspct, White, Male,40, USA, No
51, Private,9, Prof-specialty, White, Female,35, USA, No
21, Private,10, Adm-clerical, White, Female,15, USA, No
31, Private,12, Prof-specialty, Other, Male,40, USA, No
34, Private,12, Adm-clerical, White, Female,35, USA, No
33, Government,10, Business, Black, Female,40, USA, Yes
32, Private,14, Business, White, Male,55, USA, Yes
44, Private,7, Business, White, Male,40, USA, Yes
